房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,小区名称,所在区域,二级区域,单价(元/平米),总价(万元)
4室2厅1厨2卫,低楼层 (共33层),173.9㎡,暂无数据,暂无数据,塔楼,北,钢混结构,其他,两梯四户,有,70年,2019/8/15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,朝南维港半岛,清城区,新城,10639,185
6室3厅1厨3卫,低楼层 (共3层),250㎡,,暂无数据,,南,未知结构,毛坯,,,70年,2019/8/20,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,恒大金碧天下锦绣区,清新区,清新,6800,170
4室3厅1厨3卫,低楼层 (共3层),224㎡,,暂无数据,,南,未知结构,毛坯,,,70年,2019/8/20,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,恒大金碧天下锦绣区,清新区,清新,6474,145
3室2厅1厨2卫,低楼层 (共18层),140.2㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,三梯六户,有,70年,2019/8/20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖怡景湾,清城区,清城,8916,125
3室2厅1厨2卫,中楼层 (共22层),106㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,七色城邦,清城区,城西商贸区,9340,99
2室2厅1厨2卫,中楼层 (共25层),80㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,其他,两梯八户,有,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,现代城,清城区,清城,7875,63
3室2厅1厨2卫,低楼层 (共16层),141.91㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,精装,两梯六户,有,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 50万元 客户偿还,未上传房本照片,美林湖水镇K区,清城区,清城,8457,120
3室2厅1厨2卫,高楼层 (共17层),143㎡,暂无数据,暂无数据,暂无数据,西北,未知结构,精装,三梯六户,有,70年,2019/8/22,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,美汇半岛,清城区,清城,10420,149
3室2厅1厨2卫,高楼层 (共24层),128㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,一梯四户,暂无数据,70年,2019/8/22,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,凤凰花园,清城区,清城,8047,103
5室2厅1厨3卫,中楼层 (共25层),178.34㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯五户,有,70年,2019/8/23,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天湖郦都,清城区,樵顺生活圈,8524,152
2室2厅1厨1卫,低楼层 (共30层),82㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,2019/8/24,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,碧桂园山湖城观澜,清城区,清城,8537,70
3室2厅1厨1卫,中楼层 (共8层),86㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯两户,暂无数据,70年,2019/8/25,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,碧翠园,清城区,新城,6396,55
3室2厅1厨2卫,高楼层 (共32层),116.7㎡,暂无数据,暂无数据,平房,北 南,钢混结构,毛坯,两梯四户,有,70年,2019/8/25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,清远保利天汇,清城区,清城,12768,149
3室2厅1厨2卫,中楼层 (共14层),93㎡,暂无数据,暂无数据,平房,东南,钢混结构,毛坯,两梯十四户,有,70年,2019/8/25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,金悦大厦小区,清城区,清城,7312,68
3室2厅1厨2卫,高楼层 (共29层),106㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,两梯四户,有,70年,2019/8/25,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,湖景湾东区,清城区,清城,7453,79
3室2厅1厨2卫,高楼层 (共29层),117㎡,暂无数据,暂无数据,平房,南,钢混结构,简装,两梯三户,有,70年,2019/8/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 70万元,未上传房本照片,保利中辰花园,清城区,清城,10257,120
3室2厅1厨2卫,中楼层 (共12层),123㎡,暂无数据,暂无数据,平房,南,砖混结构,毛坯,两梯六户,有,70年,2019/8/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,东城御峰花园,清城区,清城,8456,104
4室2厅1厨1卫,高楼层 (共4层),107.37㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯一户,暂无数据,70年,2019/8/28,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,北门街,清城区,清城,2701,29
2室2厅1厨1卫,高楼层 (共24层),70.01㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯七户,有,70年,2019/8/30,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,万豪水晶湾二期,清城区,横荷,9571,67
3室2厅1厨2卫,高楼层 (共32层),132.67㎡,暂无数据,111.09㎡,板塔结合,南,钢混结构,毛坯,三梯六户,有,70年,2019/8/30,商品房,2018/1/18,普通住宅,未满两年,非共有,有抵押 35万元 农业银行 客户偿还,已上传房本照片,北江名悦,清城区,清城,7613,101
2室2厅1厨1卫,中楼层 (共31层),77.31㎡,暂无数据,暂无数据,平房,东南,未知结构,简装,两梯六户,有,70年,2019/8/31,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 花都农商行,未上传房本照片,嘉美小镇,清城区,龙塘,7761,60
3室2厅1厨2卫,中楼层 (共33层),123㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,三梯七户,有,70年,2019/9/1,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,12683,156
4室2厅1厨3卫,中楼层 (共8层),101㎡,暂无数据,暂无数据,暂无数据,东,未知结构,精装,一梯四户,暂无数据,70年,2019/9/1,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,建行宿舍,清城区,清城,5743,58
2室2厅1厨1卫,中楼层 (共26层),80㎡,暂无数据,暂无数据,塔楼,北,钢混结构,其他,两梯六户,有,70年,2019/9/3,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,新中美·帝景湾花园,清城区,清城,6875,55
3室2厅1厨2卫,高楼层 (共25层),125㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,一梯五户,暂无数据,70年,2019/9/3,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天湖郦都,清城区,樵顺生活圈,9360,117
3室1厅1厨2卫,低楼层 (共31层),93.7㎡,暂无数据,暂无数据,暂无数据,北,未知结构,毛坯,两梯五户,有,70年,2019/9/4,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 50万元 客户偿还,未上传房本照片,海港城,清城区,清城,9606,90
3室2厅1厨2卫,低楼层 (共30层),137㎡,暂无数据,暂无数据,暂无数据,南,框架结构,其他,两梯四户,有,70年,2019/9/5,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,金海湾豪庭,清城区,新城,8760,120
3室2厅1厨1卫,中楼层 (共27层),98㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯六户,有,70年,2019/9/5,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,敏捷东城水岸,清城区,清城,7654,75
2室2厅1厨1卫,低楼层 (共18层),83㎡,暂无数据,67.45㎡,塔楼,东北,钢混结构,精装,三梯十二户,有,70年,2019/9/6,商品房,2019/1/12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,美林湖水镇K区,清城区,清城,8916,74
2室2厅1厨1卫,高楼层 (共32层),87㎡,暂无数据,暂无数据,板塔结合,西南,钢混结构,毛坯,三梯六户,有,70年,2019/9/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 建设银行 客户偿还,未上传房本照片,朝南维港半岛,清城区,新城,10920,95
5室3厅1厨4卫,低楼层 (共3层),362㎡,,暂无数据,,南,未知结构,精装,,,70年,2019/9/6,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,清新生态苑,清新区,清新,14862,538
3室2厅1厨2卫,高楼层 (共31层),130㎡,暂无数据,暂无数据,板楼,东南,钢混结构,其他,三梯六户,有,70年,2019/9/6,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,城市花园牡丹苑,清城区,新城,7539,98
3室2厅1厨2卫,高楼层 (共7层),93㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,十梯四户,有,70年,2019/9/7,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,聚豪花园,清城区,新城,6452,60
2室1厅1厨1卫,中楼层 (共18层),81㎡,暂无数据,暂无数据,暂无数据,西北,钢混结构,精装,三梯十二户,有,70年,2019/9/8,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 10万,未上传房本照片,美林湖怡景湾,清城区,清城,8396,68
2室1厅1厨1卫,中楼层 (共31层),77.43㎡,暂无数据,暂无数据,平房,东南,未知结构,精装,两梯六户,有,70年,2019/9/9,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,6200,48
3室2厅1厨2卫,高楼层 (共31层),125㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/9/9,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,东方天城,清城区,新城,10000,125
3室2厅1厨2卫,中楼层 (共31层),111㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/9/9,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,东方天城,清城区,新城,10343,114.8
3室2厅1厨2卫,高楼层 (共27层),139.78㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,毛坯,两梯五户,有,70年,2019/9/11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光嘉园,清城区,清城,9873,138
3室2厅1厨1卫,中楼层 (共7层),79㎡,暂无数据,暂无数据,暂无数据,东,未知结构,其他,一梯两户,暂无数据,70年,2019/9/11,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,小市永安街7号,清城区,城西商贸区,5545,43.8
3室2厅1厨2卫,低楼层 (共32层),107㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,两梯八户,有,70年,2019/9/11,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 43万元,未上传房本照片,凯景中央首座,清城区,清城,10281,110
2室1厅1厨1卫,高楼层 (共12层),85㎡,暂无数据,暂无数据,平房,北,砖混结构,精装,两梯六户,有,70年,2019/9/11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,东城御峰花园,清城区,清城,8236,70
2室2厅1厨1卫,低楼层 (共19层),75㎡,暂无数据,暂无数据,暂无数据,东,未知结构,其他,三梯十二户,有,70年,2019/9/11,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,美汇半岛,清城区,清城,7734,58
3室2厅1厨1卫,高楼层 (共16层),124㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,一梯四户,暂无数据,70年,2019/9/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,瑞枫花园,清新区,清新,7017,87
4室2厅1厨2卫,低楼层 (共27层),152㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯三户,有,70年,2019/9/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,碧桂园山湖城观澜,清城区,清城,9540,145
3室2厅1厨2卫,低楼层 (共27层),126.91㎡,暂无数据,暂无数据,平房,南,砖混结构,精装,两梯四户,有,70年,2019/9/14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,保利中辰花园,清城区,清城,10008,127
3室2厅1厨3卫,中楼层 (共28层),136.8㎡,暂无数据,暂无数据,塔楼,东 东北,钢混结构,其他,两梯四户,有,70年,2019/9/14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,凯旋花园,清城区,新城,9138,125
3室2厅1厨1卫,高楼层 (共27层),93㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,70年,2019/9/14,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,8173,76
3室2厅1厨2卫,高楼层 (共32层),121㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,毛坯,两梯三户,有,70年,2019/9/14,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 60万元,未上传房本照片,碧桂园山湖城观澜,清城区,清城,9505,115
4室2厅1厨2卫,高楼层 (共33层),176.6㎡,暂无数据,暂无数据,塔楼,北,钢混结构,其他,两梯五户,有,70年,2019/9/14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,朝南维港半岛,清城区,新城,11892,210
3室2厅1厨2卫,中楼层 (共25层),103㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,一梯四户,暂无数据,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,汇丰花园,清城区,樵顺生活圈,8447,87
2室2厅1厨1卫,高楼层 (共16层),110㎡,暂无数据,暂无数据,板塔结合,西北,钢混结构,精装,两梯四户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美林湖贝沙湾,清城区,石角,8182,90
3室2厅1厨2卫,高楼层 (共18层),108㎡,暂无数据,暂无数据,平房,南,钢混结构,精装,两梯四户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美湖花园,清城区,石角,8334,90
3室2厅1厨1卫,高楼层 (共28层),79㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,三梯八户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,北部万科城,清城区,龙塘,7849,62
2室2厅1厨1卫,低楼层 (共18层),75㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,精装,三梯十二户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,美汇半岛,清城区,清城,8800,66
1室1厅1厨1卫,中楼层 (共15层),63㎡,暂无数据,暂无数据,塔楼,东南,未知结构,精装,三梯十二户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,天汇半岛恒景湾,清城区,清城,8413,53
3室2厅1厨2卫,中楼层 (共18层),136.68㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,三梯六户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押 40万元 客户偿还,未上传房本照片,美林湖怡景湾,清城区,清城,8780,120
3室2厅1厨2卫,中楼层 (共15层),140㎡,暂无数据,暂无数据,塔楼,北,未知结构,毛坯,三梯六户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天汇半岛恒景湾,清城区,清城,6786,95
3室2厅1厨2卫,中楼层 (共18层),136㎡,暂无数据,暂无数据,塔楼,南,未知结构,精装,三梯六户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天汇半岛恒景湾,清城区,清城,8824,120
3室2厅1厨2卫,低楼层 (共18层),134㎡,暂无数据,暂无数据,暂无数据,西北,未知结构,精装,两梯六户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天汇半岛维景湾,清城区,清城,8583,115
2室2厅1厨1卫,低楼层 (共18层),76㎡,暂无数据,暂无数据,暂无数据,西北,未知结构,精装,三梯十二户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,9211,70
3室2厅1厨1卫,中楼层 (共28层),79㎡,暂无数据,暂无数据,塔楼,西北,钢混结构,精装,三梯八户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,北部万科城,清城区,龙塘,7975,63
3室2厅1厨1卫,中楼层 (共28层),79㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,两梯六户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 30万元 中国建设银行清远分行 业主自还,未上传房本照片,北部万科城,清城区,龙塘,8861,70
